uir emborcar
nativo estrangeiro
cortesia grossaria
desempedernir empedernecer
abalar desanuviar
desassossegar apacificar
animalizar limar
empobrecer endinheirar
viçar entristecer
mundano sacro
austeridade afabilidade
maciar empedernir
celebrização difamação
dissaboroso sápido
mofino valoroso
incerimonioso mesurado
aquecedor esfriador
desataviar emoldurar
apavonar avilar
legítimo espúrio
recrescer aplacar
ceifar adicionar
chão sonso
destoante mélico
irreverente reverente
retroceder expandir
desvaecer aviltar
aquilonal austral
verdejante márcido
descativar cativar
desenregelhar congelar
caracterizável incaracterizável
amanhado desaparelhado
destoucar moldurar
inútil útil
ensoberbar desensoberbecer
perecedoiro imperecível
notabilização infamação
dilapidar ajuntar
desligar iligar
salvaguarda desmatamento
desacorde mélico
concebível inaccessível
deferência insubmissão
aforramento prodigalidade
ocioso vantajoso
encetar liquidar
revolver apaziguar
desenegrecer desdoirar
abeirar remover
amor aversão
estrear finalizar
acrasia regra
favorecer tomar
legal ilícito
desequilibrar balançar
desairoso garrido
condolente desapiedado
conciliado desavindo
desentesar retesar
chaleirar zingrar
mascarar desvelar
aguçado boto
atraso adiantamento
propósito hesitação
enfraquentar fortalecer
renovar assolapar
rapidez flegma
acender extinguir
alvorotar amolestar
desarmonizar conciliar
acender extinguir
apear contratar
perdão incriminação
insofrível sofrível
prefácio epílogo
desanojar nausear
cantar desvirtuar
destemperança procedimento
brincado desparelhado
fazível impraticável
dessistema modo
desnevoar carregar
conflito acerto
clemência impiedade
insuscetível capaz
desmortificar mortificar
incerteza persuasão
violento bonançoso
corporalidade imaterialidade
destingir colorar
restabelecer maltratar
desalojar acoitar
obediência arrogância
escandescer desenrubescer
desfortalecer robustecer
perituro perene
dispersar ajuntar
desenfileirar estender
desavir consociar
aliviar algemar
dita desdita
enlanguescer roborizar
comover calejar
alborotar contristar
união separação
desfitar enfitar
regalo descontentamento
segurado abalado
sugilar encomiar
dubitabilidade irrefragabilidade
embuçar descerrar
correspondência discrepância
desintumescer tumefazer
desarar corrigir
ausentado presente
inatural natural
acriminar exculpar
apreço desestima
quitar amarrar
ilegitimidade lidimidade
escuridade luminosidade
soldável insoldável
ilusão desilusão
despegar soldar
pressão incoerção
alisar amassar
desconsolado saborido
bravo sereno
agaloar caluniar
adinamizar desentibiar
despontar agudar
desencolher encolher
chegado recuado
imódico convidativo
facilidade desvantagem
aclimatação desaclimação
preceder advir
concentração inatenção
desencrencar enguiçar
rigorismo demora
agravar aligeirar
desencorajar acorçoar
prezar desluzir
elogio maledicência
desabrigo achego
libertar filar
desintrincado difícil
desamassamento amassado
inocuidade malignidade
direto absidado
esvanecer profanar
baciado resplendoroso
desencabeçar enveredar
afear aformosar
sinceridade deslisura
desestribar estribar
partida chegada
coerência despropósito
abnuir estar
agilidade indiligência
catingoso odorífero
junto longínquo
desamassar enrugar
indignidade dignidade
esmaecer tonificar
desempachar engarrafar
deslegitimar lidimar
redução assunção
junção exarticulação
incúria atenção
desentortar arquear
excessivo reduzido
desagasalhar velar
vedável invedável
revertível irreversível
parcimônia destroço
engrandecer desengrandecer
enferrujar afinar
inofensividade perniciosidade
revelação dissimulação
desenevoar obnubilar
coração cabeça
fugitivo durável
locupletamento empobrecimento
agravar ameigar
enrolar estender
favorecer fechar
dessaborido apetitoso
amolentar erijar
excitar assossegar
incensar humilhar
aquilonar austrino
nivelamento desnivelamento
propiciar desajudar
desagravar escoicinhar
alterar asserenar
ordenado desacomodado
desembaraçar pear
interino definitivo
alheado atento
desenfeitar assazoar
desfavorecer munir
municiar desmuniciar
desapropriar apossear
desamuar amuar
ponta final
desastrado habilidoso
fermentar apacificar
desbravecer endemoninhar
consagração sacrilégio
travar consumar
sumir despontar
colgar despendurar
desgraxamento engorduramento
destacar soldar
alisar ababadar
ignoto falado
engordar cortar
covarde teso
despertar adormentar
mundificar sujar
poltrão aventuroso
enfraquentar roborar
bajular escarnecer
linhagem prole
alegrar atristar
desenliçar maçarocar
exórdio remate
perecível imperecível
transiente duradoiro
aumentar desabonar
provisional definitivo
dissimular mostrar
respeito irreverência
estremecer abominar
modéstia empáfia
desarquivar catalogizar
agitado quedo
natural pretensioso
delgadeza adiposidade
ignavo valoroso
nadir auge
melhora pioria
alagado seco
aumentar depreciar
embotar agudar
mate perfulgente
improdutivo produtivo
galardão vara
imperícia mestria
produzível improdutível
entraje despimento
descompassar temperar
aforçurar prolongar
liberalmente sovinamente
limpar encobrir
reprovar sancionar
desembutir encravar
animar terrorar
revolver asserenar
desconjunção união
desafabilidade perfume
destoante sonoro
ajustado alargado
desentravar bloquear
desabafar roupar
dejungir subjugar
descortês desempoado
deslembrar rememorar
esconder testemunhar
exceder abster
desagradar deliciar
desmelindrar estomagar
lixento limpo
morte vida
decrescimento acrescente
persistente impersistente
perituro imorredouro
desenrugar repanhar
sobredourar desprimorar
apto inábil
volta retiração
desconhecido renomado
desencruar irar
enxabido delicioso
encorajar apavorar
displicência amor
prolixo conciso
invunerabilidade atacabilidade
improbar ratificar
conversável inacessível
desencruar rabiar
desinchar empavesar
encantamento repugnância
esclarecer injuriar
atrapalhado ordenado
apartar reunir
aberto encerrado
injusto equitativo
desaconchegar ajeitar
desinfeção inficionação
desatencioso atento
cerimonioso informal
fortalecer desgastar
fosco rebrilhoso
mágoa contentamento
desencobrir recobrir
atento descuidado
táctil intátil
sublimar desnobrecer
esmerado malfeito
oberar desendividar
rir lacrimar
disjungir jungir
inquietude amenidade
insucesso sucesso
atar desnodar
desembaraço pejo
energia inércia
destoucar colorizar
desquitar casar
desenxovalhar acouçar
inoportuno acômodo
desmembramento integração
ufanar aviltar
alongar minuir
severidade brandura
amanhecer noutecer
desapartar coligar
baciado brilhante
abrasamento descoramento
desenvolvido franzino
feliz desfortunoso
rigor retraso
acarminar enlividecer
desinflar abolsar
esvazar preencher
fasto negregado
desmagnetizar magnetizar
bajular minguar
atumultar entrouxar
desenraivecer embravear
desamarrotar rugar
agravar minuir
duplicidade sinceridade
ditoso malsorteado
desabafar estorvar
louvar vituperar
desataviar colorizar
descer guindar
retornamento abalo
manumissão escravatura
enfear amoldurar
engalanado desornado
afiançar desabonar
desamotinar levantar
intensificar aquebrantar
extravaganciar forrar
possuir falecer
desfolegar malaxar
desguarnecer exornar
renovar maltratar
desaguar regar
aproximação afastamento
indisposto sadio
medrar malograr
facultativamente obrigatoriamente
acanhado denodado
desparecer exsurgir
valimento desvalimento
descompor enflorar
desguardar resguardar
inimistar unir
alentar esfalecer
creditar descreditar
descoberto tapado
limpar emporcar
envolvência repugnância
enfear ajaezar
restaurar suspender
fraco longânimo
desairoso cortesão
côncavo eminência
perdoável indesculpável
desenxabido sabável
deputação desoneração
desenliçar desgadelhar
pejo impudor
desconcertar unir
encorajamento desacoroçoamento
disfarçar descerrar
anfibológico claro
enigmático claro
ignavo esforçado
recrudescer refecer
necessário prescindível
consideração desacato
atiramento encolhimento
desacanhado acobardado
agradar ferir
parcialidade justiça
dessecado suscetível
inchar degradar
desmemoriar revivescer
longo sinótico
irreflexão atilamento
expulsar aquartelar
mutável imutável
grande desmedrado
soporizar endurentar
vizinho distante
enfraquecer tonificar
desparecer repontar
seguro instável
descombinar adergar
afastar aliar
desmandar coibir
reparar danar
dessossegar desencrespar
inadestrado adestrado
regenerar danificar
ajuntamento espalhamento
desejo frialdade
recompor desconsertar
manipulador marionete
digesto indigerido
maltratar embalar
arquitetar desfabricar
alto acomodado
desvenerar sagrar
dissidiar aproximar
desemborrachar embriagar
redução elevamento
transgredir dessaudar
fanar viçar
incitar espantar
decomponibilidade indissociabilidade
prolixo lapidar
malquistar avir
apragatado imprudente
absolto condenado
exacerbar ameigar
vastidão estreiteza
disjunção complexão
fôlego laxidão
desavir ajeitar
caseiro ostentoso
desriçar enriçar
selvajaria domesticidade
comodismo inconformismo
cegar azerar
ignavo intrépido
descombinar enlaçar
alisar crispar
querer malquerer
desabraçar acanhar
emparelhamento desnivelamento
desafrontar agredir
arrefentar acalorar
persuadir dissuadir
encorajado desalentado
travar completar
despercebimento resguardo
desmotivado fundado
aquebrantar substanciar
desataviar ornar
desenlear comprometer
estimar rebaixar
desvigorizar envigorar
desmotivar picar
afoguear descorar
medroso denodado
exagero escassez
releixar adstringir
dilatar comprimir
resoluto indeciso
respeitado desacatado
desentesar desbambar
destituir admitir
desamistar dispor
bandalheira recato
apegado distal
desmazelo vigilância
sórdido limpo
fraco abarbarado
divorciar ligar
liquidado embrulhado
deselegância esbeltez
avantajar abaixar
contingência incontingência
anafear desmedrar
desensinar iniciar
enxabido engraçado
desensombrar escurecer
capacidade curteza
desagrado prazer
retrogradação avançamento
desanojar inconfortar
convulsionar contemporizar
dividir abraçar
alegrar suscetibilizar
alisar riçar
reserva curiosidade
dessaudar salvar
tirar botar
acercar amover
facilitar dificultar
expandir confranger
entibiar roborizar
batido vitorioso
desajudar munir
clarear desclassificar
desagregação incorporação
desengatado engatado
estrangeiro nativo
felicidade tormento
imprevidência cuidado
amar detestar
descarregar manietar
desnutrir alimentar
satisfazer suscetibilizar
desornar engalanar
raleiro cópia
afixar desprender
indiligência aplicação
decidido duvidoso
suavidade agro
legal ilegítimo
desincorporar grupar
desencravilhar bater
abrir obstar
desnevoar encarrancar
fogo paciência
encetado terminado
tóxico atóxico
agredir proteger
destorpecer adormecer
perda nascença
solvabilidade insolvabilidade
desapoquentar ansiar
embaçado resplendente
retraimento expandimento
repousar aplastar
desenlear maranhar
irreflexão reflexão
encetar inteirar
aspereza mansidão
justo alargado
agrilhoamento libertação
desencharcar beberar
quitar esposar
adjunto distante
confinamento liberação
capacitação inabilitação
exaurir vigorar
encadear desengranzar
tranquilizar embravear
inquietar acalentar
liberal avaro
anafar entresilhar
enaltecer enegrecer
obeso esfanicado
inalterável corrutivo
dobrez verdade
desencruar emperrar
perturbar ordenar
desaplaudir aplaudir
incremento retrocesso
transgredir resguardar
conturbar repoisar
alvorotar contristar
safar bloquear
correntio incomum
desenturvar turvar
secundário essencial
desofuscar encobrir
desassossegado tranquilo
dessiso atilamento
deferência altiveza
descompor moderar
adiantamento retardamento
ineficácia efeito
esperdiçar desaproveitar
abandar unir
esforçar assombrar
abandalhar enobrecer
ferocidade mansidão
separar agregar
alumbrar denegrir
desembaraçar enredar
montar desmontar
importância desfeita
medroso afouto
evidência confusão
descortesia cortesia
violento manso
desarranjado ajeitado
agravar lenir
caçar soltar
embaçar esclarecer
desnevoar cobrir
magrez rotundidade
fino deseducado
rude amável
ingracioso catita
devorar acondutar
salutar maléfico
propósito perplexidez
desinteressar convir
aclive clivo
amontoação desfazimento
quitar arranjar
heroificar desengrandecer
travar trancar
desafetado presunçoso
desalagar empachar
posse despimento
calmar escabritar
ressalvar meter
desvitalizar enrijar
tardamento aceleração
prescindir precisar
negar testificar
despretensão pretensão
molestar deleitar
afear moldurar
desinchar desvanear
aformoseado desguarnecido
infecundidade feracidade
desconciliar paziguar
exacerbar reduzir
desvalimento valia
entufar desonrar
corrutível incorruptivo
bendito desfortunoso
deflúvio estagnação
mergulhar brilhar
propício infavorável
emurchecer letificar
indelicado desafetado
improlífero feraz
torvação sossego
encobertar passar
remontar combalir
desencasquetar embestar
estimar amaldiçoar
energia madraçaria
fétido moscado
esforço lassidão
diferença indiscriminação
desarmonioso harmonioso
leal falso
intempestividade providencialidade
heterogeneidade congruidade
intensificar atenuar
estragar entesourar
equilíbrio desproporção
tardo veloz
descerrado encerrado
solução dilema
caracolado escorrido
temporâneo durador
desencortiçar embabadar
propugnar entrechocar
honrado indecoroso
empenar esmondar
desalinhar sazonar
dureza brandura
descompor decorar
recuperar maleficiar
iluminar ferir
reconsagrar desconsagrar
